turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_unico_disciplina,cod_depto,nome_disciplina
01,2022.2,JOSE CARLOS PAES DE ALMEIDA FILHO (60h),4T2345,21,30,Local à definir.,LET0407,1375.0,574,FUNDAMENTOS DA LÍNGUÍSTICA APLICADA
04,2022.2,FIDEL ARMANDO CANAS CHAVEZ (60h),24T23,29,30,a definir,LET0408,1376.0,574,LINGÜÍSTICA APLICADA NA FORMAÇÃO DO PROFESSOR DE LÍNGUA
01,2022.2,FIDEL ARMANDO CANAS CHAVEZ (60h),24N12,14,30,Local à definir.,LET0410,1377.0,574,PESQUISA EM LINGÜÍSTICA APLICADA
01,2022.2,LILY MARTINEZ EVANGELISTA (60h),24N12,25,35,ICC BT 016/62,LET0414,1378.0,574,INTRODUÇÃO A TRADUÇÃO
01,2022.2,JULIO CESAR NEVES MONTEIRO (30h),4N34 5N12,12,30,ICC BT 016/62,LET0415,1379.0,574,REVISÃO PARA TRADUÇÃO
01,2022.2,MARLOVA GONSALES ASEFF (30h),4N34 5N12,12,30,ICC BT 016/62,LET0415,1379.0,574,REVISÃO PARA TRADUÇÃO
01,2022.2,MARLOVA GONSALES ASEFF (60h),24N12,18,30,ICC AT- 169/8,LET0416,1380.0,574,TRADUÇÃO DE TEXTOS GERAIS 1
01,2022.2,SABRINA LIMA DE SOUZA CERQUEIRA (60h),24N34,10,30,PJC BT 085,LET0420,1381.0,574,FONÉTICA E FONOLOGIA DA LÍNGUA ESPANHOLA
01,2022.2,MARLOVA GONSALES ASEFF (60h),35N12,13,30,ICC AT- 144/8,LET0421,1382.0,574,TRADUÇÃO DE TEXTOS GERAIS 2
01,2022.2,SANDRA MARIA PEREZ LOPEZ (60h),3N34 4N12,14,30,ICC AT 144/9,LET0422,1383.0,574,VERSÃO DE TEXTOS GERAIS
01,2022.2,ANTONIO MARCOS MOREIRA DA SILVA (60h),35T45,26,30,Local à definir.,LET0423,1384.0,574,FUNDAMENTOS DA SOCIEDADE DA INFORMAÇÃO
01,2022.2,LUIS CARLOS RAMOS NOGUEIRA (90h),4N12 6N1234,4,30,ICC AT- 163/8,LET0424,1385.0,574,TEORIA E PRÁTICA DO ESPANHOL ORAL E ESCRITO 4
01,2022.2,FRANCISCO CLAUDIO SAMPAIO DE MENEZES (60h),24T23,36,30,a definir,LET0425,1386.0,574,MULTILINGUISMO NO CIBERESPAÇO
01,2022.2,PABLO CARDELLINO SOTO (60h),3N12 5N34,9,30,ICC BT 016/62,LET0426,1387.0,574,TRADUÇÃO DE TEXTOS ECONÔMICOS
01,2022.2,LILY MARTINEZ EVANGELISTA (60h),24N34,4,30,ICC AT- 163/8,LET0427,1388.0,574,VERSÃO DE TEXTOS ECONÔMICOS
01,2022.2,ALBA ELENA ESCALANTE ALVAREZ (60h),4N1234,8,30,ICC AT- 151/8,LET0429,1389.0,574,TRADUÇÃO DE TEXTOS TÉCNICOS E CIENTÍFICOS
01,2022.2,MAGALI DE LOURDES PEDRO (60h),6N1234,15,30,ICC BT 012/62,LET0430,1390.0,574,VERSÃO DE TEXTOS TÉCNICOS E CIENTÍFICOS
01,2022.2,DENISE GISELE DE BRITTO DAMASCO (60h),24M5  24T1,26,29,BSA S B2 34/10,LET0431,1391.0,574,FRANCÊS 1
01,2022.2,JORGE EDUARDO ROCHA MORAIS (60h),24M5  24T1,8,25,ICC AT- 097/8,LET0432,1392.0,574,FRANCÊS 2
01,2022.2,MAGALI DE LOURDES PEDRO (60h),3N34 4N12,9,30,ICC AT- 157/8,LET0436,1393.0,574,TRADUÇÃO DE TEXTOS JURIDICOS
01,2022.2,SANDRA MARIA PEREZ LOPEZ (60h),3N12 4N34,9,30,ICC B1 251,LET0437,1394.0,574,VERSÃO DE TEXTOS JURÍDICOS
01,2022.2,THIAGO BLANCH PIRES (60h),24M12,25,30,BSA S BT 47/10,LET0440,1395.0,574,LÍNGUA E PROGRAMAÇÃO
01,2022.2,CLARISSA PRADO MARINI (30h),6M5 7M345  67T1,21,25,ICC AT 082,LET0441,1396.0,574,ESTÁGIO SUPERVISIONADO DE LÍNGUAS ESTRANGEIRAS APLICADAS
01,2022.2,MARCOS DE CAMPOS CARNEIRO (30h),6M5 7M345  67T1,21,25,ICC AT 082,LET0441,1396.0,574,ESTÁGIO SUPERVISIONADO DE LÍNGUAS ESTRANGEIRAS APLICADAS
01,2022.2,CESARIO ALVIM PEREIRA FILHO (30h),6M5 7M345  67T1,21,25,ICC AT 082,LET0441,1396.0,574,ESTÁGIO SUPERVISIONADO DE LÍNGUAS ESTRANGEIRAS APLICADAS
01,2022.2,CHARLES ROCHA TEIXEIRA (60h),24M12,35,36,PJC BT 044,LET0442,1397.0,574,MODALIDADES DE TRADUÇÃO AUDIOVISUAL
01,2022.2,MARCOS DE CAMPOS CARNEIRO (60h),35M12,35,31,ICC AT- 098,LET0443,1398.0,574,"LÍNGUAS, LÉXICO E TERMINOLOGIA 2"
01,2022.2,SUSANA MARTINEZ MARTINEZ (90h),7T56  7N1234,3,3,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
02,2022.2,CLARISSA PRADO MARINI (90h),7T56  7N1234,0,2,Local à definir.,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
03,2022.2,YAMILKA RABASA FERNANDEZ (90h),7T123456,1,1,Local à definir.,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
04,2022.2,CHARLES ROCHA TEIXEIRA (90h),7T56  7N1234,1,1,Local à definir.,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
05,2022.2,FERNANDA ALENCAR PEREIRA (90h),7T56  7N1234,1,1,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
06,2022.2,CESARIO ALVIM PEREIRA FILHO (90h),7T123456,2,2,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
07,2022.2,FRANCISCO CLAUDIO SAMPAIO DE MENEZES (90h),7T56  7N1234,0,1,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
08,2022.2,FIDEL ARMANDO CANAS CHAVEZ (90h),7T56  7N1234,0,1,Local a definir.,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
09,2022.2,MARCOS DE CAMPOS CARNEIRO (90h),7T56  7N1234,2,2,Local à definir.,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
10,2022.2,VIRGILIO PEREIRA DE ALMEIDA (90h),7T56  7N1234,2,2,Local à definir.,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
11,2022.2,THIAGO BLANCH PIRES (90h),7T2345  7N12,3,3,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
12,2022.2,ALESSANDRA MATIAS QUERIDO (90h),7T123456,1,1,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
13,2022.2,ANTONIO MARCOS MOREIRA DA SILVA (90h),7T123456,0,1,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
14,2022.2,SULAMITA BOMFIM ALMENDRA (90h),7T123456,1,1,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
15,2022.2,HELENA SANTIAGO VIGATA (90h),7T123456,4,5,Local a definir,LET0445,1399.0,574,TRABALHO DE CONCLUSÃO DE CURSO
01,2022.2,CESARIO ALVIM PEREIRA FILHO (60h),35M34,19,20,BSAS B2 16/9,LET0446,1400.0,574,LÍNGUA ESPANHOLA 8
01,2022.2,ABDELHAK RAZKY (60h),35M12,11,26,presencial,LET0538,1401.0,574,SOCIOLINGUÍSTICA APLICADA AO INGLÊS
01,2022.2,MARIANA ROSA MASTRELLA (90h),35N123,1,1,presencial,LET0554,1402.0,574,TRABALHO DE CONCLUSÃO DE CURSO: INGLÊS
02,2022.2,CINTIA CARLA MOREIRA SCHWANTES (90h),34N123,1,1,presencial,LET0554,1402.0,574,TRABALHO DE CONCLUSÃO DE CURSO: INGLÊS
01,2022.2,RACHEL LOURENCO CORREA (90h),246T45,21,25,PAT AT 140,LET0555,1403.0,574,INGLÊS: LABORATÓRIO DE ENSINO 1 (METODOLOGIA)
01,2022.2,ANA EMILIA FAJARDO TURBIN (90h),357T45,14,25,BSA S B2 18/9,LET0556,1404.0,574,INGLÊS: LABORATÓRIO DE ENSINO 2 ( MATERIAL DIDÁTICO)
01,2022.2,GLADYS PLENS DE QUEVEDO PEREIRA DE CAMARGO (90h),356M12,12,25,MÓDULO 5 SALA 7,LET0557,1405.0,574,INGLÊS: LABORATÓRIO DE ENSINO 3 (AVALIAÇÃO)
01,2022.2,BEATRIZ DUARTE PEREIRA DE MAGALHAES CASTRO (30h),2T45,4,20,AT 25/8 (SG2),MUS0003,1406.0,495,INTRODUÇÃO À PESQUISA EM MÚSICA
02,2022.2,MARIA CRISTINA DE CARVALHO CASCELLI DE AZEVEDO (30h),5N12,10,20,MUS SG4 Sala AT 20/6 Lab Tecnologia,MUS0003,1406.0,495,INTRODUÇÃO À PESQUISA EM MÚSICA
01,2022.2,BOJIN ILIEV NEDIALKOV (30h),7M12,1,2,AUDITÓRIO (SG8),MUS0008,1407.0,495,INSTRUMENTO PRINCIPAL OBOÉ 1
01,2022.2,BOJIN ILIEV NEDIALKOV (30h),7M34,1,2,a definir,MUS0009,1408.0,495,INSTRUMENTO PRINCIPAL OBOÉ 2
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),3M5  3T1,4,6,Presencial,MUS0012,1409.0,495,INSTRUMENTO PRINCIPAL VIOLINO 1
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),2N12,1,4,a definir,MUS0013,1410.0,495,INSTRUMENTO PRINCIPAL VIOLINO 2
01,2022.2,BRUNO ROSAS MANGUEIRA (30h),3M34,2,6,MUS SG2 Sala AT 25/8,MUS0017,1411.0,495,HARMONIA NA MÚSICA POPULAR 1
01,2022.2,DANIEL MARTINS PITANGA (30h),3N12,16,20,MUS SG2 Sala AT 25/8,MUS0023,1412.0,495,MÚSICA DE TRADIÇÃO ORAL PERFORMÁTICA
01,2022.2,RENATO DE VASCONCELLOS (30h),2M5  2T1,2,2,MUS SG4 Sala de Piano Popular,MUS0027,1413.0,495,INSTRUMENTO PRINCIPAL PIANO POPULAR 1
01,2022.2,RENATO DE VASCONCELLOS (30h),3M5  3T1,0,1,MUS SG4 Sala de Piano Popular,MUS0030,1414.0,495,INSTRUMENTO PRINCIPAL PIANO POPULAR 2
01,2022.2,RENATO DE VASCONCELLOS (30h),4M5  4T1,1,1,MUS SG4 Sala de Piano Popular,MUS0033,1415.0,495,INSTRUMENTO PRINCIPAL PIANO POPULAR 3
01,2022.2,JANETTE RIBEIRO DORNELLAS (30h),6N34,1,2,Presencial,MUS0059,1416.0,495,INSTRUMENTO PRINCIPAL CANTO 2
02,2022.2,ANA MELISSA PINTO DE OLIVEIRA (30h),3T23 (25/10/2022 - 18/02/2023),2,3,SG-2,MUS0062,1417.0,495,INSTRUMENTO PRINCIPAL PIANO 1
02,2022.2,GUILHERME FELIPE DO LAGO BALDOVINO (30h),7M12 (25/10/2022 - 18/02/2023),1,2,,MUS0063,1418.0,495,INSTRUMENTO PRINCIPAL PIANO 2
03,2022.2,ANA MELISSA PINTO DE OLIVEIRA (30h),7M12 (25/10/2022 - 18/02/2023),0,2,A definir,MUS0063,1418.0,495,INSTRUMENTO PRINCIPAL PIANO 2
01,2022.2,GUILHERME FELIPE DO LAGO BALDOVINO (30h),5T45 (25/10/2022 - 18/02/2023),2,2,SG-2,MUS0064,1419.0,495,INSTRUMENTO PRINCIPAL PIANO 3
01,2022.2,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),2M12,2,2,Sala Docente,MUS0066,1420.0,495,INSTRUMENTO PRINCIPAL TROMPETE 1
01,2022.2,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),2M34,1,1,SG2 Sala de Trompete,MUS0067,1421.0,495,INSTRUMENTO PRINCIPAL TROMPETE 2
01,2022.2,HANIEL HENRIQUE VIEIRA DE QUEIROZ (30h),3M12,1,1,SG2 Sala de Trompete,MUS0068,1422.0,495,INSTRUMENTO PRINCIPAL TROMPETE 3
01,2022.2,MARIO LIMA BRASIL (30h),46T23,10,20,Sala de Tecnologia Musical,MUS0079,1423.0,495,TRILHA SONORA PARA JOGOS
01,2022.2,CARLOS EDUARDO VIANNA DE MELLO (30h),46T23,10,20,Sala de Tecnologia Musical,MUS0079,1423.0,495,TRILHA SONORA PARA JOGOS
01,2022.2,BRUNO ROSAS MANGUEIRA (30h),7M5  7T1,2,2,MUS SG2 Lab Guitarra e Música Popular AT 63/8,MUS0081,1424.0,495,INSTRUMENTO PRINCIPAL GUITARRA 5
01,2022.2,BRUNO ROSAS MANGUEIRA (30h),7T23,0,1,MUS SG2 Lab Guitarra e Música Popular AT 63/8,MUS0083,1425.0,495,INSTRUMENTO PRINCIPAL GUITARRA 6
01,2022.2,DANIEL JUNQUEIRA TARQUINIO (30h),5T45,5,6,SG8 - Auditório,MUS0086,1426.0,495,LABORATÓRIO DE PERFORMANCE
02,2022.2,GISELE PIRES DE OLIVEIRA MOTA (30h),4T23,2,4,PRESENCIAL,MUS0086,1426.0,495,LABORATÓRIO DE PERFORMANCE
03,2022.2,LEONARDO DELGADO DUARTE (30h),3T45,3,5,Presencial,MUS0086,1426.0,495,LABORATÓRIO DE PERFORMANCE
04,2022.2,JANETTE RIBEIRO DORNELLAS (30h),6M34,10,16,AT - 17/12 - Samambaia,MUS0086,1426.0,495,LABORATÓRIO DE PERFORMANCE
02,2022.2,DANIEL MARTINS PITANGA (60h),35N34,10,12,Samambaia (SG4) - Sala AT 17/12,MUS0087,1427.0,495,LABORATÓRIO DE MÚSICA E TECNOLOGIA
01,2022.2,CARLOS EDUARDO VIANNA DE MELLO (60h),35T23,15,45,MUS SG4 Samambaia - Sala AT 17/12,MUS0097,1428.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 1
02,2022.2,ANTENOR FERREIRA CORREA (60h),24N34,12,36,SG4 - Sala Aquário - AT 23/8,MUS0097,1428.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 1
01,2022.2,JOAO PAULO MACHADO (60h),24M12,16,20,MUS SG4 Samambaia - Sala AT 17/12,MUS0098,1429.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 2
03,2022.2,SIMONE LACORTE RECOVA (60h),35N12,8,20,SG4 - Sala Aquário - AT 23/8,MUS0098,1429.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 2
01,2022.2,BOJIN ILIEV NEDIALKOV (60h),24M34,4,20,"MUS SG4 - Samambaia, Sala AT 17/12",MUS0099,1430.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 3
03,2022.2,GUILHERME FELIPE DO LAGO BALDOVINO (60h),24N34,2,20,SG-2 Sala AT 71/5,MUS0099,1430.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 3
01,2022.2,HAMILTON PINHEIRO DE FARIAS JUNIOR (60h),24N12,8,17,AT 25/8 SG2,MUS0100,1431.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 4
02,2022.2,FELIPE MENDES DE VASCONCELOS (60h),24M34,9,20,MUS SG2 - Sala AT 71/5,MUS0100,1431.0,495,LINGUAGEM E ESTRUTURACAO MUSICAL 4
01,2022.2,HUGO LEONARDO RIBEIRO (60h),35N12,6,15,MUS SG2 Sala AT 44/8,MUS0104,1432.0,495,HARMONIA SUPERIOR 2
02,2022.2,HUGO LEONARDO RIBEIRO (60h),24M34,9,15,MUS SG2 Sala AT 44/8,MUS0104,1432.0,495,HARMONIA SUPERIOR 2
02,2022.2,FLAVIO SANTOS PEREIRA (60h),35M34,11,15,SG 2 Sala 44/8,MUS0106,1433.0,495,CONTRAPONTO E FUGA 1
02,2022.2,HUGO LEONARDO RIBEIRO (30h),4M12,4,15,AT 44/8 (SG2),MUS0112,1434.0,495,TEORIAS CONTEMPORANEAS DA MUSICA 1
01,2022.2,SERGIO NOGUEIRA MENDES (60h),24T6  24N1,5,10,SG-4 AT 23/8 Sala Aquário,MUS0124,1435.0,495,INSTRUMENTACAO E ORQUESTRACAO 2
02,2022.2,BOJIN ILIEV NEDIALKOV (60h),7N1234,3,4,SG8 - Auditório,MUS0129,1436.0,495,MÚSICA DE CÂMARA 1
03,2022.2,DANIEL JUNQUEIRA TARQUINIO (60h),24M12,1,1,SG8 - Auditório,MUS0129,1436.0,495,MÚSICA DE CÂMARA 1
04,2022.2,NADIA VASSILEVA NEDIALKOVA (60h),7N1234,4,4,a definir,MUS0129,1436.0,495,MÚSICA DE CÂMARA 1
05,2022.2,LEONARDO DELGADO DUARTE (60h),23N12,1,1,SG-2,MUS0129,1436.0,495,MÚSICA DE CÂMARA 1
06,2022.2,PEDRO HENRIQUE CARVALHO BIELSCHOWSKY (60h),7N1234,1,1,SG 2,MUS0129,1436.0,495,MÚSICA DE CÂMARA 1
07,2022.2,HANIEL HENRIQUE VIEIRA DE QUEIROZ (60h),35N12,3,8,MUS SG4 Sala PPGMUS Sala AT 54/8,MUS0129,1436.0,495,MÚSICA DE CÂMARA 1
01,2022.2,DANIEL JUNQUEIRA TARQUINIO (60h),7N1234,2,4,SG8 - Auditório,MUS0133,1437.0,495,MUSICA DE CAMARA 2
02,2022.2,NADIA VASSILEVA NEDIALKOVA (60h),7N1234,2,2,AT 70/8 (SG-2),MUS0133,1437.0,495,MUSICA DE CAMARA 2
03,2022.2,LEONARDO DELGADO DUARTE (60h),4N1234,0,1,SG-2,MUS0133,1437.0,495,MUSICA DE CAMARA 2
04,2022.2,BOJIN ILIEV NEDIALKOV (60h),7N1234,3,4,a definir,MUS0133,1437.0,495,MUSICA DE CAMARA 2
01,2022.2,BOJIN ILIEV NEDIALKOV (60h),7N1234,0,4,SG8 - Auditório,MUS0136,1438.0,495,MUSICA DE CAMARA 3
02,2022.2,DANIEL JUNQUEIRA TARQUINIO (60h),35M12,1,2,SG8 - Auditório,MUS0136,1438.0,495,MUSICA DE CAMARA 3
04,2022.2,NADIA VASSILEVA NEDIALKOVA (60h),7N1234,4,6,AT 70/8 (SG-2),MUS0136,1438.0,495,MUSICA DE CAMARA 3
06,2022.2,HANIEL HENRIQUE VIEIRA DE QUEIROZ (60h),35N12,1,4,MUS SG4 Sala PPGMUS Sala AT 54/8,MUS0136,1438.0,495,MUSICA DE CAMARA 3
01,2022.2,EDSON DIAS CARVALHO (60h),24M34,79,121,SG8 - Auditório,MUS0139,1439.0,495,CANTO CORAL 1
02,2022.2,ISABELA SEKEFF COUTINHO RIBEIRO (60h),24N12,16,52,SG8 - Auditório,MUS0139,1439.0,495,CANTO CORAL 1
01,2022.2,EDSON DIAS CARVALHO (60h),24M34,13,20,SG8 - Auditório,MUS0142,1440.0,495,CANTO CORAL 2
02,2022.2,ISABELA SEKEFF COUTINHO RIBEIRO (60h),24N12,29,31,SG8 - Auditório,MUS0142,1440.0,495,CANTO CORAL 2
01,2022.2,EDSON DIAS CARVALHO (60h),24M34,5,15,SG8 - Auditório,MUS0145,1441.0,495,CANTO CORAL 3
02,2022.2,ISABELA SEKEFF COUTINHO RIBEIRO (60h),24N12,6,8,SG8 - Auditório,MUS0145,1441.0,495,CANTO CORAL 3
01,2022.2,GUILHERME FELIPE DO LAGO BALDOVINO (30h),3T45,12,12,MUS SG4 Lab. Teclados AT 30/5,MUS0148,1442.0,495,PIANO SUPLEMENTAR 1
02,2022.2,GUILHERME FELIPE DO LAGO BALDOVINO (30h),6N12,9,12,MUS SG4 Lab. Teclados AT 30/5,MUS0148,1442.0,495,PIANO SUPLEMENTAR 1
03,2022.2,ANA MELISSA PINTO DE OLIVEIRA (30h),4T45,7,8,LAB. DE TECLADOS (SG4)  - AT 30/5,MUS0148,1442.0,495,PIANO SUPLEMENTAR 1
02,2022.2,GUILHERME FELIPE DO LAGO BALDOVINO (30h),6T45,3,10,MUS SG4 Lab. Teclados AT 30/5,MUS0151,1443.0,495,PIANO SUPLEMENTAR 2
03,2022.2,ANA MELISSA PINTO DE OLIVEIRA (30h),2T23,6,8,Lab de Teclados SG4- 30/5,MUS0151,1443.0,495,PIANO SUPLEMENTAR 2
04,2022.2,ANA MELISSA PINTO DE OLIVEIRA (30h),3N12,4,8,LAB. DE TECLADOS (SG4)  - AT 30/5,MUS0151,1443.0,495,PIANO SUPLEMENTAR 2
01,2022.2,PAULO ROBERTO AFFONSO MARINS (60h),35M34,19,20,LAB. DE TECLADOS (SG4) - AT 30/5; ESTÚDIO AT 60/7,MUS0153,1444.0,495,TEORIA E PRÁTICA DE GRAVAÇÃO 1
01,2022.2,SERGIO NOGUEIRA MENDES (60h),24T45,8,13,SG4 - AT 23/8 Aquário,MUS0158,1445.0,495,COMPOSICAO MUSICAL 1
01,2022.2,SERGIO NOGUEIRA MENDES (60h),27T23,4,8,Presencial,MUS0161,1446.0,495,COMPOSICAO MUSICAL 2
01,2022.2,SERGIO NOGUEIRA MENDES (60h),46T23,1,6,Presencial,MUS0164,1447.0,495,COMPOSICAO MUSICAL 3
02,2022.2,FLAVIO SANTOS PEREIRA (60h),7M1234,1,3,SG-2,MUS0164,1447.0,495,COMPOSICAO MUSICAL 3
01,2022.2,SERGIO NOGUEIRA MENDES (60h),7N1234,1,3,Presencial,MUS0166,1448.0,495,COMPOSICAO MUSICAL 4
02,2022.2,FLAVIO SANTOS PEREIRA (60h),7M5  7T123,2,3,SG 2,MUS0166,1448.0,495,COMPOSICAO MUSICAL 4
02,2022.2,SERGIO NOGUEIRA MENDES (60h),24M5  24T1,2,5,SG-2,MUS0169,1449.0,495,COMPOSICAO MUSICAL 5
01,2022.2,SERGIO NOGUEIRA MENDES (60h),35M5  35T1,1,3,Presencial,MUS0172,1450.0,495,COMPOSICAO MUSICAL 6
02,2022.2,MARIO LIMA BRASIL (60h),24M5  24T1,1,5,a definir,MUS0172,1450.0,495,COMPOSICAO MUSICAL 6
02,2022.2,SERGIO NOGUEIRA MENDES (60h),35M5  35T1,1,5,a definir,MUS0175,1451.0,495,COMPOSICAO MUSICAL 7
01,2022.2,FLAVIO SANTOS PEREIRA (60h),24N12,0,2,Presencial,MUS0178,1452.0,495,COMPOSICAO MUSICAL 8
01,2022.2,ISABELA SEKEFF COUTINHO RIBEIRO (60h),24T23,11,20,MUS SG2 AT 71,MUS0184,1453.0,495,REGENCIA 1
02,2022.2,ISABELA SEKEFF COUTINHO RIBEIRO (60h),24M34,11,15,MUS SG2 AT 44/8,MUS0186,1454.0,495,REGENCIA 2
01,2022.2,EDSON DIAS CARVALHO (60h),24T23,6,10,AT 25/8 (SG2),MUS0188,1455.0,495,REGENCIA 3
01,2022.2,EDSON DIAS CARVALHO (60h),6M1234,2,2,SG-2,MUS0200,1456.0,495,REGENCIA 7
01,2022.2,ADEILTON BAIRRAL (30h),6T45,10,14,MUS SG2 Sala AT 71/5,MUS0206,1457.0,495,INTRODUCAO A MUSICOLOGIA
01,2022.2,PAULO ROBERTO AFFONSO MARINS (30h),7M34,1,1,SG4 Estúdio de Música,MUS0215,1458.0,495,INSTRUMENTO SUPLEMENTAR 1
01,2022.2,JANETTE RIBEIRO DORNELLAS (30h),7M12,3,3,Presencial,MUS0218,1459.0,495,CANTO 1
01,2022.2,JANETTE RIBEIRO DORNELLAS (30h),6M12,1,2,Presencial,MUS0220,1460.0,495,CANTO 2
01,2022.2,JANETTE RIBEIRO DORNELLAS (30h),7M34,1,1,Presencial,MUS0223,1461.0,495,CANTO 3
01,2022.2,JANETTE RIBEIRO DORNELLAS (30h),7M5  7T1,1,1,Presencial,MUS0226,1462.0,495,CANTO 4
01,2022.2,JANETTE RIBEIRO DORNELLAS (60h),7T2345,1,2,Presencial,MUS0229,1463.0,495,CANTO 5
01,2022.2,JANETTE RIBEIRO DORNELLAS (60h),4N1234,1,2,Sala de canto,MUS0231,1464.0,495,CANTO 6
01,2022.2,JANETTE RIBEIRO DORNELLAS (60h),24M5  24T1,0,2,Sala de canto,MUS0233,1465.0,495,CANTO 7
01,2022.2,JANETTE RIBEIRO DORNELLAS (60h),35M5  35T1,0,2,Sala de canto,MUS0235,1466.0,495,CANTO 8
01,2022.2,HANIEL HENRIQUE VIEIRA DE QUEIROZ (60h),35N34,19,20,AT 23/8 (SG4),MUS0236,1467.0,495,MUSICA E SOCIEDADE 1
01,2022.2,JANETTE RIBEIRO DORNELLAS (60h),24T23,21,22,MUS SG4 Samambaia - Sala AT 17/12,MUS0239,1468.0,495,TECNICA DE EXPRESSAO VOCAL 1
01,2022.2,FELIPE MENDES DE VASCONCELOS (60h),24T23,15,33,AT 44/8 (SG2),MUS0254,1469.0,495,ACUSTICA MUSICAL 1
01,2022.2,BOJIN ILIEV NEDIALKOV (60h),7N1234,2,5,SG8 - Auditório,MUS0259,1470.0,495,MÚSICA DE CÂMARA 4
02,2022.2,NADIA VASSILEVA NEDIALKOVA (60h),7N1234,1,2,AT 70/8 (SG-2),MUS0259,1470.0,495,MÚSICA DE CÂMARA 4
03,2022.2,DANIEL JUNQUEIRA TARQUINIO (60h),7N1234,1,10,SG8 - Auditório,MUS0259,1470.0,495,MÚSICA DE CÂMARA 4
04,2022.2,GISELE PIRES DE OLIVEIRA MOTA (30h),7T2345,2,2,a definir,MUS0259,1470.0,495,MÚSICA DE CÂMARA 4
04,2022.2,PEDRO HENRIQUE CARVALHO BIELSCHOWSKY (30h),7T2345,2,2,a definir,MUS0259,1470.0,495,MÚSICA DE CÂMARA 4
05,2022.2,LEONARDO DELGADO DUARTE (60h),6N1234,1,1,SG-2,MUS0259,1470.0,495,MÚSICA DE CÂMARA 4
06,2022.2,HANIEL HENRIQUE VIEIRA DE QUEIROZ (60h),35N12,0,3,MUS SG4 Sala PPGMUS Sala AT 54/8,MUS0259,1470.0,495,MÚSICA DE CÂMARA 4
01,2022.2,DANIEL MARTINS PITANGA (120h),35T2345,4,5,SG2 Sala: AT 25/8,MUS0262,1471.0,495,ESTÁGIO SUPERVISIONADO EM MÚSICA 1
02,2022.2,HAMILTON PINHEIRO DE FARIAS JUNIOR (120h),24M1234,8,9,MUS SG2 Sala AT 25/8,MUS0262,1471.0,495,ESTÁGIO SUPERVISIONADO EM MÚSICA 1
03,2022.2,JESSICA DE ALMEIDA (120h),24N1234,5,5,MUS SG2 AT 44/8,MUS0262,1471.0,495,ESTÁGIO SUPERVISIONADO EM MÚSICA 1
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),5M5  5T1,4,5,Presencial,MUS0271,1472.0,495,INTRODUCAO AO VIOLINO 1
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),2M5  2T1,1,4,Presencial,MUS0273,1473.0,495,INTRODUCAO AO VIOLINO 2
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),6M5  6T1,0,4,Presencial,MUS0277,1474.0,495,VIOLINO 1
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),7M12,3,4,Presencial,MUS0279,1475.0,495,VIOLINO 2
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),23M1,1,1,PRESENCIAL,MUS0281,1476.0,495,VIOLINO 3
01,2022.2,NADIA VASSILEVA NEDIALKOVA (30h),6M34,1,2,a definir,MUS0283,1477.0,495,VIOLINO 4
01,2022.2,NADIA VASSILEVA NEDIALKOVA (60h),7T1234,1,4,Presencial,MUS0286,1478.0,495,VIOLINO 5
01,2022.2,NADIA VASSILEVA NEDIALKOVA (60h),6T2345,0,3,a definir,MUS0288,1479.0,495,VIOLINO 6
